Temperature_C,Humidity_%,AB1_Students,AB2_Students,AB3_Students,AB4_Students,AB5_Students,MAB1_Students,MAB2_Students,MAB3_Students,MAB4_Students,Active_Windows_Labs,Active_Mac_Labs,Central_Library_Occupancy,Admin_Office_Staff,Glass_Cafeteria_Occupancy,Open_Cafeteria_Occupancy,Auditorium_Active,Boys_Hostel_Load_kWh,Girls_Hostel_Load_kWh,Solar_Generation_kWh,Year,Month,Day_Of_Month,Hour,Day_Encoded,Total_AB_Students,Total_MAB_Students,Total_Students,Total_Hostel_Load,Total_Active_Labs
31.9,47,688,624,566,484,564,523,482,417,469,5,9,273,5,279,109,0,518,576,53,2026,6,15,18,1,2926,1891,4817,1094,14
36.3,38,1238,1428,956,1191,1077,921,1174,911,970,39,28,380,180,143,49,1,413,323,244,2026,5,18,15,1,5890,3976,9866,736,67
31.1,42,186,196,225,169,200,136,208,193,184,0,0,74,5,20,10,0,588,556,0,2026,3,12,21,4,976,721,1697,1144,0
30.7,49,12,16,11,12,17,25,6,37,37,0,0,9,5,20,10,0,546,516,0,2026,4,1,1,6,68,105,173,1062,0
27.1,45,1032,1130,909,993,1281,1039,985,1000,812,12,14,80,5,151,58,0,395,401,74,2026,2,17,8,5,5345,3836,9181,796,26
24.3,56,35,24,33,40,3,12,18,28,25,0,0,9,5,20,10,0,525,442,0,2026,2,11,3,6,135,83,218,967,0
36.2,41,26,28,26,31,26,24,23,15,20,0,0,109,5,137,62,0,497,480,0,2026,5,31,20,3,137,82,219,977,0
37.5,38,878,707,855,695,753,622,532,611,719,29,44,278,180,391,118,0,395,343,340,2026,5,18,12,1,3888,2484,6372,738,73
23.4,60,3,15,16,35,24,19,40,23,7,0,0,7,5,20,10,0,515,524,0,2026,2,28,2,2,93,89,182,1039,0
31.5,47,188,179,155,143,143,129,135,145,149,0,0,44,5,20,10,0,605,558,0,2026,4,20,21,1,808,558,1366,1163,0
26.2,53,37,16,16,34,27,36,23,39,17,0,0,12,5,20,10,0,513,465,0,2026,2,2,0,1,130,115,245,978,0
30.5,56,30,22,22,19,31,23,24,23,24,0,0,10,5,20,10,0,601,592,24,2026,6,20,6,2,124,94,218,1193,0
25.1,60,202,174,163,160,180,150,149,141,146,0,0,45,5,20,10,0,494,467,0,2026,1,12,21,1,879,586,1465,961,0
32.2,50,1461,1126,1302,1619,1512,1120,1167,1244,1037,21,26,229,180,79,27,0,388,378,235,2026,6,19,10,0,7020,4568,11588,766,47
24.4,51,24,21,25,26,22,17,20,20,23,0,0,150,5,161,76,0,435,397,0,2026,1,18,20,3,118,80,198,832,0
31.5,51,1,12,34,38,24,1,35,30,3,0,0,12,5,20,10,0,606,493,0,2026,4,8,4,6,109,69,178,1099,0
28.0,49,10,39,10,20,33,30,38,26,17,0,0,7,5,20,10,0,576,541,0,2026,4,24,5,0,112,111,223,1117,0
33.8,38,205,189,155,176,193,139,135,148,170,6,8,161,5,72,33,0,369,337,196,2026,3,28,15,2,918,592,1510,706,14
22.8,64,35,16,34,34,30,9,23,25,14,0,0,9,5,20,10,0,459,475,0,2026,1,31,2,2,149,71,220,934,0
31.6,38,1483,1161,1112,1068,1187,1152,901,971,883,41,43,340,180,130,56,0,366,321,177,2026,2,9,15,1,6011,3907,9918,687,84
34.7,41,921,748,913,605,879,597,660,531,526,48,37,337,180,357,168,0,390,349,361,2026,6,11,13,4,4066,2314,6380,739,85
33.8,46,23,24,24,18,21,24,18,24,18,0,0,0,5,20,10,0,593,533,26,2026,4,5,6,3,110,84,194,1126,0
26.2,55,28,5,32,7,11,37,34,8,25,0,0,13,5,20,10,0,458,494,0,2026,2,11,5,6,83,104,187,952,0
31.2,44,96,82,73,83,70,56,58,66,61,0,0,40,5,93,31,0,456,380,35,2026,3,15,7,3,404,241,645,836,0
26.7,69,27,2,32,39,18,4,4,34,19,0,0,3,5,20,10,0,618,574,0,2026,6,23,3,5,118,61,179,1192,0
28.0,44,1146,1399,1196,1123,1395,1092,1121,1171,1080,35,32,304,180,116,40,0,299,279,190,2026,1,14,14,6,6259,4464,10723,578,67
34.2,38,191,214,188,200,199,136,146,162,146,7,6,126,5,71,34,0,371,381,126,2026,4,19,16,3,992,590,1582,752,13
28.3,38,1253,1296,1393,1459,1389,1087,1007,1072,1308,35,30,301,180,141,55,0,323,333,139,2026,2,27,15,0,6790,4474,11264,656,65
32.1,45,158,222,151,225,215,148,183,156,186,0,0,349,5,317,127,0,468,489,0,2026,3,13,20,0,971,673,1644,957,0
26.8,48,27,25,20,19,18,23,23,23,23,0,0,11,5,20,10,0,423,431,14,2026,2,15,6,3,109,92,201,854,0
30.4,66,10,5,25,23,0,21,34,28,6,0,0,8,5,20,10,0,609,594,0,2026,6,4,2,4,63,89,152,1203,0
23.9,54,34,11,23,20,12,29,7,16,31,0,0,10,5,20,10,0,409,448,0,2026,1,15,5,4,100,83,183,857,0
23.1,63,38,9,4,11,40,31,29,36,37,0,0,14,5,28,15,0,423,446,0,2026,1,7,3,6,102,133,235,869,0
30.9,52,13,13,13,22,12,33,16,37,20,0,0,3,5,20,10,0,590,527,0,2026,5,30,0,2,73,106,179,1117,0
23.5,53,39,3,21,34,0,30,29,32,30,0,0,10,5,20,10,0,500,478,0,2026,2,16,3,1,97,121,218,978,0
30.0,38,1415,1097,1205,1018,1216,1084,835,900,1073,14,15,80,5,195,57,0,461,433,59,2026,2,5,8,4,5951,3892,9843,894,29
28.4,45,160,164,163,124,187,93,185,165,145,0,0,3,5,20,10,0,486,468,14,2026,2,10,6,5,798,588,1386,954,0
31.5,57,984,1469,1142,1107,1253,999,959,997,1130,9,12,80,5,170,70,0,473,465,105,2026,6,22,8,1,5955,4085,10040,938,21
34.7,38,580,527,530,659,675,515,537,378,570,0,3,294,5,209,116,0,478,438,0,2026,4,2,19,4,2971,2000,4971,916,3
34.3,38,1684,1622,1349,1404,1868,1109,1290,1372,1226,39,27,285,180,67,23,0,406,346,276,2026,5,22,11,0,7927,4997,12924,752,66
27.8,46,864,750,773,801,693,580,606,470,686,28,40,333,180,364,178,0,297,325,236,2026,1,28,13,6,3881,2342,6223,622,68
30.2,38,491,563,498,557,548,555,584,529,427,2,5,332,5,312,108,0,484,409,34,2026,2,11,18,6,2657,2095,4752,893,7
31.7,56,5,39,32,31,20,24,6,29,32,0,0,13,5,20,10,0,585,547,0,2026,5,30,4,2,127,91,218,1132,0
32.1,65,33,6,23,28,6,9,37,1,6,0,0,10,5,20,10,0,661,674,0,2026,6,11,5,4,96,53,149,1335,0
29.1,68,24,4,3,7,24,32,12,4,5,0,0,6,5,20,10,0,639,576,0,2026,6,2,3,5,62,53,115,1215,0
27.7,73,0,13,37,7,0,17,22,8,2,0,0,6,5,20,10,0,638,586,0,2026,6,23,2,5,57,49,106,1224,0
29.0,44,636,557,559,513,436,438,462,371,418,0,0,40,5,144,67,0,441,410,46,2026,3,20,7,0,2701,1689,4390,851,0
32.2,47,676,720,548,590,636,461,423,587,593,2,11,278,5,302,113,0,600,476,49,2026,6,25,18,4,3170,2064,5234,1076,13
21.4,56,21,8,2,36,3,17,8,7,29,0,0,14,5,20,10,0,451,438,0,2026,2,20,3,0,70,61,131,889,0
28.2,42,3,15,13,34,7,0,22,40,38,0,0,11,5,20,10,0,540,592,0,2026,3,24,22,5,72,100,172,1132,0
24.4,56,4,28,35,6,3,34,0,5,15,0,0,5,5,23,12,0,507,418,0,2026,1,2,0,0,76,54,130,925,0
32.8,39,1327,996,1134,1132,1212,1135,1207,1296,1123,37,39,314,180,151,42,0,407,413,153,2026,6,25,16,4,5801,4761,10562,820,76
35.3,39,82,79,87,72,73,66,71,69,72,0,0,40,5,97,35,0,460,432,62,2026,5,10,7,3,393,278,671,892,0
36.9,38,180,144,170,194,169,148,142,153,147,1,4,120,5,77,31,0,416,367,162,2026,5,30,16,2,857,590,1447,783,5
35.4,38,388,728,564,554,744,446,627,533,553,28,19,258,180,119,59,0,511,464,86,2026,5,27,17,6,2978,2159,5137,975,47
31.5,38,1495,1726,1695,1580,1324,1222,1422,1301,1208,38,31,319,180,77,28,0,364,315,205,2026,2,6,11,0,7820,5153,12973,679,69
30.4,49,111,73,85,75,104,76,80,73,97,0,0,110,5,167,72,0,610,524,0,2026,6,21,19,3,448,326,774,1134,0
25.2,58,15,4,17,27,20,36,5,7,26,0,0,13,5,20,10,0,491,438,0,2026,2,9,2,1,83,74,157,929,0
30.0,45,9,37,0,16,23,32,33,25,30,0,0,5,5,20,10,0,662,547,0,2026,4,22,23,6,85,120,205,1209,0
35.6,38,588,627,499,478,591,453,509,455,625,10,11,307,5,288,101,0,598,483,52,2026,4,10,18,0,2783,2042,4825,1081,21
35.1,49,805,799,820,667,726,709,672,587,641,39,40,324,180,402,137,0,381,383,315,2026,6,10,12,6,3817,2609,6426,764,79
31.2,57,394,379,457,442,473,281,389,329,463,0,0,40,5,161,70,0,524,493,63,2026,6,30,7,5,2145,1462,3607,1017,0
21.6,57,29,0,27,12,8,19,10,17,5,0,0,11,5,20,10,0,471,468,0,2026,1,17,1,2,76,51,127,939,0
32.0,47,654,510,452,455,573,434,575,403,440,13,21,296,180,133,53,0,539,499,109,2026,6,24,17,6,2644,1852,4496,1038,34
27.7,71,23,18,29,21,9,12,4,7,8,0,0,6,5,20,10,0,578,599,0,2026,6,17,3,6,100,31,131,1177,0
32.1,56,35,37,19,13,30,2,23,10,25,0,0,6,5,20,10,0,605,544,0,2026,5,21,5,4,134,60,194,1149,0
37.1,38,1683,1599,1668,1446,1780,1340,1316,1186,1230,16,43,261,180,64,21,0,364,339,327,2026,4,6,11,1,8176,5072,13248,703,59
36.8,38,1640,1784,1593,1658,1420,1242,1245,1296,1474,45,46,475,180,144,52,0,395,380,272,2026,5,14,15,4,8095,5257,13352,775,91
26.2,50,35,25,16,5,25,32,27,8,8,0,0,15,5,20,10,0,495,423,0,2026,2,9,0,1,106,75,181,918,0
33.1,49,1251,1500,1466,1237,1550,1314,1389,1044,1377,38,28,286,180,62,27,0,359,334,200,2026,6,15,10,1,7004,5124,12128,693,66
34.7,42,986,1294,1292,1254,971,897,1047,997,1086,6,15,80,5,151,72,0,549,452,113,2026,4,9,8,4,5797,4027,9824,1001,21
28.6,45,16,14,30,7,6,18,11,1,1,0,0,9,5,25,14,0,329,310,122,2026,1,9,9,0,73,31,104,639,0
28.8,39,841,866,716,614,759,645,539,528,711,36,37,276,180,440,172,0,311,304,239,2026,2,25,12,6,3796,2423,6219,615,73
38.2,38,1587,1620,1556,1539,1582,1387,1336,1359,1421,24,23,450,180,155,53,0,397,323,152,2026,5,6,16,6,7884,5503,13387,720,47
31.8,45,167,123,145,142,126,156,113,147,130,0,0,290,5,262,102,0,539,466,0,2026,4,23,20,4,703,546,1249,1005,0
32.3,38,170,152,191,149,160,161,166,158,165,1,8,219,5,54,23,0,361,312,273,2026,3,22,14,3,822,650,1472,673,9
27.1,47,14,27,18,25,9,8,21,5,30,0,0,1,5,20,10,0,544,490,0,2026,2,8,23,3,93,64,157,1034,0
36.0,38,97,94,87,89,86,70,73,83,62,0,0,116,5,198,66,0,510,520,49,2026,4,11,18,2,453,288,741,1030,0
26.5,47,160,193,149,121,198,160,152,155,231,1,7,156,5,56,20,0,332,299,155,2026,1,24,14,2,821,698,1519,631,8
28.6,46,255,172,206,171,214,176,148,149,191,0,0,12,5,20,10,0,529,495,18,2026,3,19,6,4,1018,664,1682,1024,0
33.2,54,163,192,151,170,191,149,151,182,157,0,0,248,5,279,121,0,638,528,0,2026,6,3,20,6,867,639,1506,1166,0
36.1,38,1397,1238,1080,1311,1400,947,963,1107,966,26,24,298,180,125,58,0,339,365,144,2026,4,30,16,4,6426,3983,10409,704,50
36.1,43,181,211,203,185,185,114,147,179,186,0,0,6,5,20,10,0,626,576,25,2026,5,7,6,4,965,626,1591,1202,0
34.8,41,443,484,656,482,492,484,620,554,474,20,20,280,180,142,52,0,522,490,136,2026,6,4,17,4,2557,2132,4689,1012,40
35.2,38,519,596,473,594,652,438,498,497,579,11,0,228,5,286,93,0,547,528,0,2026,4,13,19,1,2834,2012,4846,1075,11
34.1,38,907,952,867,855,1028,691,810,759,1006,38,44,431,180,329,145,0,377,326,299,2026,3,10,13,5,4609,3266,7875,703,82
37.2,38,188,198,190,165,229,145,154,121,162,3,6,124,5,73,26,0,369,364,148,2026,5,16,16,2,970,582,1552,733,9
31.4,50,20,1,7,12,37,19,32,35,18,0,0,5,5,20,10,0,611,532,0,2026,4,30,5,4,77,104,181,1143,0
33.0,38,1542,1725,1402,1657,1550,1445,1242,1270,1548,43,40,475,180,142,51,0,364,316,149,2026,3,16,16,1,7876,5505,13381,680,83
33.7,38,203,172,189,194,205,209,143,162,200,5,8,209,5,43,21,0,390,393,267,2026,3,1,14,3,963,714,1677,783,13
34.5,44,728,502,576,581,545,535,531,562,575,7,7,295,5,252,94,0,530,484,53,2026,4,28,18,5,2932,2203,5135,1014,14
33.2,50,25,9,35,5,13,28,10,7,16,0,0,7,5,20,10,0,605,575,0,2026,5,10,4,3,87,61,148,1180,0
34.1,41,682,619,653,501,654,523,558,459,450,0,5,247,5,241,101,0,530,486,0,2026,5,28,19,4,3109,1990,5099,1016,5
26.7,49,27,35,4,18,30,8,7,17,21,0,0,13,5,20,10,0,488,461,0,2026,2,12,5,4,114,53,167,949,0
29.0,38,185,133,152,145,166,161,165,155,169,0,0,60,5,100,28,0,443,373,72,2026,3,22,8,3,781,650,1431,816,0
34.2,38,219,261,212,205,215,188,173,195,182,0,7,163,5,42,15,0,409,377,228,2026,5,24,10,3,1112,738,1850,786,7
37.1,41,1736,1384,1377,1145,1767,1149,1134,1261,1427,15,10,80,5,146,70,0,482,505,89,2026,5,8,8,0,7409,4971,12380,987,25
26.1,53,14,20,30,0,1,15,27,12,13,0,0,3,5,25,12,0,429,463,11,2026,1,6,6,5,65,67,132,892,0
33.3,43,40,40,34,4,9,8,32,9,4,0,0,15,5,20,10,0,630,604,0,2026,5,14,22,4,127,53,180,1234,0
35.4,40,74,54,65,60,56,45,54,48,54,0,0,40,5,100,39,0,464,464,41,2026,5,3,7,3,309,201,510,928,0
21.9,63,40,21,24,6,27,22,22,26,22,0,0,1,5,20,10,0,483,491,0,2026,2,26,3,4,118,92,210,974,0
35.8,44,438,553,519,557,496,489,417,427,465,0,0,40,5,190,55,0,505,466,49,2026,5,8,7,0,2563,1798,4361,971,0
26.7,46,621,610,686,606,657,463,437,546,580,2,2,310,5,253,105,0,387,395,0,2026,1,15,19,4,3180,2026,5206,782,4
32.8,48,611,645,679,590,505,578,560,475,483,8,2,259,5,299,87,0,597,518,47,2026,6,16,18,5,3030,2096,5126,1115,10
34.6,38,675,549,594,541,674,553,513,494,419,4,5,235,5,272,117,1,564,470,45,2026,4,24,18,0,3033,1979,5012,1034,9
30.6,38,1478,1587,1782,1510,1578,1269,1346,1411,1488,33,37,280,180,60,27,0,293,323,211,2026,2,4,11,6,7935,5514,13449,616,70
32.6,41,451,431,504,388,387,446,436,442,464,0,0,40,5,156,58,0,457,456,47,2026,3,10,7,5,2161,1788,3949,913,0
30.3,62,22,28,0,17,28,8,26,16,10,0,0,13,5,20,10,0,720,675,0,2026,6,16,22,5,95,60,155,1395,0
25.6,50,11,28,39,31,20,29,15,27,25,0,0,1,5,20,10,0,462,469,0,2026,2,11,0,6,129,96,225,931,0
31.2,54,9,9,10,32,1,40,6,38,18,0,0,8,5,20,10,0,625,617,0,2026,6,29,22,1,61,102,163,1242,0
31.4,50,5,12,23,34,0,3,16,2,7,0,0,1,5,20,10,0,577,517,0,2026,4,2,4,4,74,28,102,1094,0
33.6,45,211,196,198,191,210,183,168,200,146,7,4,55,5,44,17,0,430,391,283,2026,6,13,10,2,1006,697,1703,821,11
35.9,38,94,79,87,70,81,80,69,81,77,0,0,91,5,180,56,0,504,490,0,2026,4,12,19,3,411,307,718,994,0
21.8,60,28,34,13,27,6,15,19,2,28,0,0,8,5,20,10,0,438,441,0,2026,1,16,2,0,108,64,172,879,0
34.2,38,146,178,139,189,150,139,142,127,109,0,0,36,5,20,10,0,626,564,0,2026,4,8,21,6,802,517,1319,1190,0
27.5,43,1313,1512,1537,1282,1178,1343,1015,1041,1210,34,30,120,180,164,65,0,327,313,93,2026,1,15,9,4,6822,4609,11431,640,64
37.4,38,1627,1659,1271,1376,1627,1447,1087,1132,1431,40,32,427,180,120,54,1,398,361,181,2026,5,12,16,5,7560,5097,12657,759,72
29.9,65,6,34,5,15,23,39,36,32,38,0,0,14,5,20,10,0,590,568,0,2026,6,13,0,2,83,145,228,1158,0
28.1,40,1367,1177,1228,1319,1292,950,933,993,1134,42,27,340,180,136,44,0,309,291,141,2026,1,30,15,0,6383,4010,10393,600,69
34.0,42,462,397,396,350,440,308,363,345,403,0,0,40,5,168,60,0,502,453,48,2026,5,26,7,5,2045,1419,3464,955,0
33.0,47,829,642,851,773,798,626,671,612,733,34,28,271,180,387,148,0,397,347,347,2026,6,23,13,5,3893,2642,6535,744,62
34.9,48,205,196,172,189,130,163,193,139,145,0,0,66,5,20,10,0,685,660,0,2026,5,12,21,5,892,640,1532,1345,0
28.1,45,13,28,18,12,11,7,4,16,15,0,0,2,5,11,6,0,309,298,125,2026,1,1,10,4,82,42,124,607,0
28.7,69,25,36,9,4,33,11,4,36,8,0,0,10,5,20,10,0,682,566,0,2026,6,4,3,4,107,59,166,1248,0
27.9,46,1,39,26,6,31,39,34,6,40,0,0,14,5,20,10,0,544,481,0,2026,3,30,4,1,103,119,222,1025,0
32.5,38,1399,1932,1636,1594,1850,1046,1429,1357,1754,35,20,380,180,70,22,0,359,355,168,2026,3,18,10,6,8411,5586,13997,714,55
25.7,50,15,21,29,29,37,1,30,7,16,0,0,2,5,20,10,0,454,429,0,2026,2,3,1,5,131,54,185,883,0
30.4,55,1,38,19,14,36,7,13,25,33,0,0,2,5,20,10,0,679,640,0,2026,6,28,22,3,108,78,186,1319,0
33.7,38,677,585,574,572,558,502,494,546,486,8,9,227,5,261,112,0,553,476,47,2026,4,27,18,1,2966,2028,4994,1029,17
34.2,38,1289,1586,1842,1492,1315,1598,1288,1077,1570,25,27,266,180,67,27,0,380,379,192,2026,4,22,10,6,7524,5533,13057,759,52
25.6,55,15,10,19,35,0,35,26,5,14,0,0,3,5,24,6,0,476,422,0,2026,1,4,22,3,79,80,159,898,0
28.3,44,17,23,27,6,13,14,28,7,13,0,0,10,5,24,11,0,347,305,94,2026,1,6,9,5,86,62,148,652,0
35.9,38,1996,1842,1419,1548,1676,1288,1322,1401,1534,30,40,315,180,73,31,0,329,379,278,2026,5,1,11,0,8481,5545,14026,708,70
34.8,38,782,526,638,629,569,448,523,510,568,10,12,328,5,274,95,0,525,504,0,2026,4,9,19,4,3144,2049,5193,1029,22
34.9,38,187,210,169,182,208,107,173,182,162,1,0,174,5,74,33,0,447,318,187,2026,5,23,16,2,956,624,1580,765,1
29.2,67,19,20,19,13,3,28,36,26,14,0,0,14,5,20,10,0,652,639,0,2026,6,28,0,3,74,104,178,1291,0
34.0,42,246,182,225,191,233,198,150,201,196,4,3,63,5,38,16,0,391,366,386,2026,6,7,11,3,1077,745,1822,757,7
33.3,44,71,89,53,53,69,51,49,58,54,0,0,40,5,86,40,0,485,441,40,2026,4,5,7,3,335,212,547,926,0
26.9,47,14,17,0,6,24,14,24,6,7,0,0,5,5,20,10,0,526,503,0,2026,3,21,4,2,61,51,112,1029,0
34.7,42,617,633,642,554,776,481,587,557,407,5,1,310,5,298,109,0,553,530,0,2026,5,20,19,6,3222,2032,5254,1083,6
31.1,58,12,12,12,29,14,5,8,20,22,0,0,5,5,20,10,0,635,659,0,2026,6,2,23,5,79,55,134,1294,0
31.2,38,131,117,114,106,122,91,113,80,80,2,6,89,5,181,97,0,370,359,270,2026,3,22,12,3,590,364,954,729,8
33.3,41,234,158,180,191,188,144,115,174,165,0,0,58,5,20,10,0,588,671,0,2026,5,21,21,4,951,598,1549,1259,0
29.0,56,32,32,3,25,8,10,3,30,9,0,0,4,5,20,10,0,626,534,0,2026,5,18,2,1,100,52,152,1160,0
36.0,38,205,139,168,148,170,120,176,124,134,0,0,60,5,111,39,0,454,461,105,2026,5,2,8,2,830,554,1384,915,0
32.4,38,689,786,667,746,672,513,531,535,566,21,30,475,180,117,60,0,471,469,73,2026,3,19,17,4,3560,2145,5705,940,51
26.6,53,10,6,29,2,31,14,0,40,14,0,0,7,5,20,10,0,557,515,0,2026,3,11,2,6,78,68,146,1072,0
26.3,40,633,700,618,840,754,603,697,545,612,39,45,302,180,391,154,0,334,307,208,2026,1,22,12,4,3545,2457,6002,641,84
30.5,38,1758,1642,1744,1519,2050,1284,1286,1207,1409,26,26,120,180,158,59,0,339,327,170,2026,3,19,9,4,8713,5186,13899,666,52
29.5,49,20,23,40,6,40,40,20,32,34,0,0,12,5,20,10,0,530,528,0,2026,4,21,5,5,129,126,255,1058,0
35.8,38,275,252,192,212,219,156,161,164,206,0,8,119,5,36,15,0,396,363,335,2026,4,4,11,2,1150,687,1837,759,8
24.2,53,31,15,1,7,17,31,4,38,23,0,0,15,5,20,10,0,477,417,0,2026,2,23,5,1,71,96,167,894,0
33.7,38,1171,1211,1296,1175,1021,936,988,949,1016,2,5,80,5,130,55,0,463,366,88,2026,4,8,8,6,5874,3889,9763,829,7
30.4,38,1207,1124,1220,1222,1300,956,986,907,1094,45,38,354,180,103,33,0,333,355,204,2026,2,9,14,1,6073,3943,10016,688,83
32.8,48,208,150,160,150,162,153,154,146,156,0,0,12,5,20,10,0,572,575,21,2026,5,29,6,0,830,609,1439,1147,0
33.3,59,26,29,8,3,7,38,5,7,7,0,0,12,5,20,10,0,632,637,0,2026,6,9,22,5,73,57,130,1269,0
29.4,38,1280,1200,1442,1240,1401,1204,1116,1166,911,31,29,379,180,147,50,0,344,317,97,2026,2,16,16,1,6563,4397,10960,661,60
29.6,48,0,10,20,8,36,32,24,29,0,0,0,15,5,20,10,0,549,508,0,2026,4,19,5,3,74,85,159,1057,0
33.4,38,201,163,161,151,177,136,141,131,156,0,0,254,5,321,103,0,517,503,0,2026,4,2,20,4,853,564,1417,1020,0
25.3,44,292,194,212,223,271,183,178,148,210,6,4,194,5,41,16,0,332,303,176,2026,1,18,11,3,1192,719,1911,635,10
30.8,38,207,185,198,196,223,165,201,174,173,5,7,129,5,48,16,0,329,285,146,2026,2,8,10,3,1009,713,1722,614,12
32.1,50,1594,1201,1769,1388,1170,1277,1032,1322,1073,36,23,215,180,68,25,0,387,342,213,2026,6,23,10,5,7122,4704,11826,729,59
24.6,45,179,173,159,179,178,162,136,155,179,0,0,62,5,20,10,0,538,442,0,2026,1,20,21,5,868,632,1500,980,0
30.7,38,654,488,571,609,515,490,380,413,575,1,0,256,5,319,112,0,501,430,0,2026,3,26,19,4,2837,1858,4695,931,1
28.1,56,34,32,23,26,25,26,36,21,19,0,0,2,5,20,10,0,572,555,0,2026,5,20,2,6,140,102,242,1127,0
32.9,38,890,975,845,681,1016,596,658,608,830,39,50,429,180,437,157,0,337,337,311,2026,3,12,12,4,4407,2692,7099,674,89
30.9,52,25,16,0,33,14,2,14,28,15,0,0,12,5,20,10,0,605,585,0,2026,5,22,4,0,88,59,147,1190,0
33.9,38,591,464,602,529,597,479,534,541,455,7,5,339,5,263,114,0,547,518,61,2026,5,21,18,4,2783,2009,4792,1065,12
32.1,44,421,515,412,507,432,374,408,403,397,0,0,40,5,155,66,0,421,422,41,2026,3,3,7,5,2287,1582,3869,843,0
32.5,43,243,211,171,159,229,187,161,208,183,0,0,80,5,84,36,0,379,357,181,2026,4,19,9,3,1013,739,1752,736,0
23.0,57,11,24,23,8,29,12,40,22,17,0,0,6,5,20,10,0,501,451,0,2026,2,20,2,0,95,91,186,952,0
35.9,38,175,208,178,209,181,170,167,148,150,8,5,112,5,56,24,0,343,348,265,2026,4,12,14,3,951,635,1586,691,13
33.5,42,1247,1093,1358,1480,1453,1023,1201,942,1371,28,30,257,180,68,25,0,403,372,194,2026,4,20,10,1,6631,4537,11168,775,58
34.3,38,861,884,1048,764,925,517,621,770,929,31,40,419,180,418,134,0,367,321,287,2026,3,11,13,6,4482,2837,7319,688,71
33.0,43,1889,1526,1496,1217,1802,1272,1406,973,1239,37,26,276,180,63,24,0,413,380,315,2026,6,24,11,6,7930,4890,12820,793,63
24.7,56,28,6,4,34,39,21,19,30,12,0,0,4,5,20,10,0,551,469,0,2026,3,24,2,5,111,82,193,1020,0
28.0,69,2,0,12,1,29,25,11,0,23,0,0,8,5,20,10,0,613,557,0,2026,6,19,2,0,44,59,103,1170,0
32.8,38,1343,1472,1181,1247,1164,950,820,1092,1160,40,36,410,180,137,59,0,351,316,239,2026,3,31,15,5,6407,4022,10429,667,76
26.8,52,35,36,3,25,6,10,3,13,16,0,0,15,5,20,10,0,485,429,0,2026,2,4,4,6,105,42,147,914,0
26.4,52,9,4,27,15,29,25,6,33,8,0,0,0,5,20,10,0,525,494,0,2026,3,25,5,6,84,72,156,1019,0
28.1,70,16,12,2,15,4,5,23,33,31,0,0,12,5,20,10,0,634,600,0,2026,6,27,2,2,49,92,141,1234,0
35.8,49,219,247,196,206,241,169,177,188,172,0,0,15,5,20,10,0,563,609,23,2026,5,8,6,0,1109,706,1815,1172,0
22.7,56,18,3,9,22,18,29,10,39,10,0,0,9,5,20,10,0,470,433,0,2026,2,22,0,3,70,88,158,903,0
30.3,52,4,18,21,20,37,15,30,27,26,0,0,3,5,20,10,0,627,585,0,2026,5,21,4,4,100,98,198,1212,0
27.7,53,19,16,34,15,21,17,35,32,19,0,0,14,5,20,10,0,522,555,0,2026,4,24,0,0,105,103,208,1077,0
29.5,44,1168,1055,1112,958,1270,843,1254,1132,1051,11,13,80,5,171,52,0,473,373,77,2026,2,11,8,6,5563,4280,9843,846,24
33.7,46,194,151,200,180,152,132,161,170,127,0,0,3,5,20,10,0,536,539,18,2026,4,2,6,4,877,590,1467,1075,0
33.8,43,1350,1514,1232,1220,1248,1003,1293,865,1132,31,46,327,180,85,29,0,438,346,396,2026,6,17,14,6,6564,4293,10857,784,77
31.1,38,1397,1245,1317,1029,1145,1057,1071,819,1186,43,38,400,180,83,34,0,328,312,213,2026,2,13,14,0,6133,4133,10266,640,81
30.6,38,1855,1620,1516,1286,1535,1178,1130,1096,1477,30,32,465,180,140,52,0,347,318,152,2026,3,20,16,0,7812,4881,12693,665,62
32.7,43,211,158,208,143,174,143,138,105,138,0,0,71,5,20,10,0,626,587,0,2026,4,13,21,1,894,524,1418,1213,0
35.4,38,1518,1352,1031,929,1068,1257,922,1286,980,28,40,377,180,142,57,0,361,373,247,2026,4,29,15,6,5898,4445,10343,734,68
25.5,43,1305,1423,1074,1076,1044,923,901,1175,1030,36,33,311,180,132,57,0,302,318,114,2026,1,26,15,1,5922,4029,9951,620,69
25.8,47,28,6,11,22,24,27,13,32,14,0,0,13,5,20,10,0,503,472,0,2026,2,24,22,5,91,86,177,975,0
31.7,38,1518,1491,1332,1650,1383,1203,1150,1148,1353,34,32,475,180,125,56,0,402,317,235,2026,3,19,15,4,7374,4854,12228,719,66
36.5,38,1096,1414,1311,1057,1243,907,912,849,1228,42,22,405,180,134,55,0,345,384,195,2026,4,8,15,6,6121,3896,10017,729,64
29.2,58,11,2,26,16,39,24,40,37,15,0,0,11,5,20,10,0,571,507,0,2026,4,13,1,1,94,116,210,1078,0
28.8,51,27,14,6,8,32,7,40,36,25,0,0,8,5,20,10,0,462,492,0,2026,3,31,0,5,87,108,195,954,0
32.3,66,39,18,11,32,8,19,39,7,5,0,0,13,5,20,10,0,623,623,0,2026,6,7,0,3,108,70,178,1246,0
31.9,38,40,32,24,25,29,22,24,21,27,0,0,178,5,145,77,0,487,437,0,2026,3,15,20,3,150,94,244,924,0
